ds,yhat,yhat_lower,yhat_upper,Actual Customers
2016-11-12,-45.13142620686638,-103.40626051757542,13.681022658501341,0.0
2016-11-13,-30.585158720669696,-92.26367634707229,25.586136282781975,0.0
2016-11-14,13.525982225016108,-48.131858071727436,74.92148194225,0.0
2016-11-15,16.001176034790774,-41.97027483923275,72.09488275403604,0.0
2016-11-16,16.017099287454528,-41.95420655093189,73.7279074786146,0.0
2016-11-17,14.624297756392863,-48.614851238042334,74.02825169953653,0.0
2016-11-18,13.108638380039281,-45.82005690389055,69.4974483842417,0.0
2016-11-19,-13.58376429959192,-74.2094853968158,44.69346555113665,0.0
2016-11-20,1.4337899744293452,-58.052315368545635,61.35093101838424,0.0
2016-11-21,45.41968455371686,-13.442535276412377,101.20224428403124,0.0
2016-11-22,47.15678792711975,-12.614899885902185,107.34221721222433,0.0
2016-11-23,45.81830769907667,-13.75133122808522,105.65320544294438,0.0
2016-11-24,42.46457970364685,-16.74627279903312,99.20847454731195,0.0
2016-11-25,38.40462120030659,-19.557221218056743,98.40637776903581,0.0
2016-11-26,8.620842949563283,-50.83075662454854,68.20010112754062,0.0
2016-11-27,20.04885108529551,-39.56152987385441,80.89077187901636,0.0
2016-11-28,60.00769918143657,6.19605592536509,116.17549286178998,0.0
2016-11-29,57.35155224234596,-0.40485283899036867,118.56490762009606,0.0
2016-11-30,51.334134500136216,-5.2342819779090455,107.82557519736034,0.0
2016-12-01,43.103875786699035,-15.51950108891622,105.94205087337254,0.0
2016-12-02,34.06362317550159,-27.09550473939107,92.95525855864149,0.0
2016-12-03,-0.7066443036101901,-57.64136418415294,59.851875599272944,0.0
2016-12-04,5.827880219116977,-54.50531688407507,63.95447325883682,0.0
2016-12-05,41.08491907445142,-12.714255667653468,103.01123587050633,0.0
2016-12-06,34.01460303288455,-22.307209733777643,88.89758305295028,0.0
2016-12-07,23.961793825397194,-34.60739421690886,84.10313199466417,0.0
2016-12-08,12.1592023481153,-49.46855678048167,72.97187350278173,0.0
2016-12-09,0.08521839265026188,-58.44143063625933,61.811503094900736,0.0
2016-12-10,-37.135078717433686,-96.96807723988495,18.98447855249908,0.0
2016-12-11,-32.393639044466056,-94.30823529327915,24.94579432962462,0.0
2016-12-12,1.767414533956071,-57.14416764534452,59.90401140819878,0.0
2016-12-13,-5.675598400966294,-64.32573529843859,51.61455369035108,0.0
2016-12-14,-15.366166649305853,-79.61265774130183,36.90586307820732,0.0
2016-12-15,-26.074710544438545,-84.79943991337073,28.404283577390885,0.0
2016-12-16,-36.34065618886177,-87.56598019071959,24.543558537852746,0.0
2016-12-17,-71.05098023421246,-131.51433717993964,-12.369544628139886,0.0
2016-12-18,-63.163217236394985,-123.13081193093835,-2.8460078504552655,0.0
2016-12-19,-25.27750275840785,-83.72939063636046,35.72134874291722,0.0
2016-12-20,-28.486636335026304,-86.49532862268168,31.569300406391864,0.0
2016-12-21,-33.51275189068204,-95.13342226626656,20.44311949128249,0.0
2016-12-22,-39.21265494770918,-99.56149387531205,17.594116385920106,0.0
2016-12-23,-44.2179492920622,-103.94501049206099,14.46381133868375,1.0
2016-12-24,-73.51152016374044,-133.72707298595802,-17.133417051796048,0.0
2016-12-25,-60.14841609641303,-118.92036569690192,1.6647505097263213,0.0
2016-12-26,-16.82575387931783,-74.68708077299532,42.26825532785853,0.0
2016-12-27,-14.730681957897445,-68.67965262650581,47.81323759520187,0.0
2016-12-28,-14.675039676640978,-74.79615583863183,45.1495559611204,0.0
2016-12-29,-15.598818868591906,-76.64940196557704,42.29560398181741,0.0
2016-12-30,-16.208593815055025,-71.8535955025141,46.044753838507496,0.0
2016-12-31,-41.55252511336181,-99.78750279195683,20.146263254730915,0.0
2017-01-01,-26.37709702205794,-84.94662118336477,31.240379295544887,0.0
2017-01-02,18.215185094832435,-40.2304244121762,74.87181059859633,0.0
2017-01-03,21.007235178457364,-36.30297193178276,75.88990000329792,0.0
2017-01-04,21.170163885205525,-37.215267943404925,81.23510956460127,0.0
2017-01-05,19.75985907126166,-37.33657190727251,82.19456474661591,18.0
2017-01-06,18.07829241098669,-38.14697683982026,76.63368356620586,4.0
2017-01-07,-8.902041496145955,-63.27836029424279,49.90196185051651,4.0
2017-01-08,5.7413907761028895,-51.53791891755817,67.856893343262,4.0
2017-01-09,49.31112934051775,-6.543043544882838,108.17758068320695,5.0
2017-01-10,50.64111818810704,-6.633027310736774,109.7714926646877,6.0
2017-01-11,48.96091956519167,-11.012899282343655,106.4650633620973,10.0
2017-01-12,45.39067605044626,-13.39992914272737,104.12594394176796,12.0
2017-01-13,41.30070198350694,-15.47470861517825,99.21538953035459,10.0
2017-01-14,11.734155670976804,-46.80352449772344,62.84407428784504,15.0
2017-01-15,23.684782245168634,-33.94918229938411,82.28672706320913,13.0
2017-01-16,64.52514721156383,4.736875861644205,115.17195612157833,17.0
2017-01-17,63.15638107762784,10.674683250858873,121.68339028315243,30.0
2017-01-18,58.87086297950076,-0.13865505557473368,115.49482145282715,30.0
2017-01-19,52.845809936219425,-8.789876338225644,109.32542608555666,26.0
2017-01-20,46.501684655079984,-8.813519413751166,101.97418302115076,27.0
2017-01-21,14.923899009428709,-40.80354198486683,74.78079034180465,20.0
2017-01-22,25.139822592943773,-37.58828046266183,80.48790874513347,30.0
2017-01-23,64.54652921569794,4.246619828356858,125.87905255667303,36.0
2017-01-24,62.06030852696733,1.9847646247874253,122.70895936975538,38.0
2017-01-25,56.979368704062935,0.3650545540860157,111.76260429055195,55.0
2017-01-26,50.47769072158499,-5.187988759914121,111.89438505600639,78.0
2017-01-27,43.96393270033171,-17.284385480341147,100.95581956476194,57.0
2017-01-28,12.503841901186945,-41.978535816564744,74.87552795576173,27.0
2017-01-29,23.098158828438784,-37.0885991523003,75.9606479803082,29.0
2017-01-30,63.111417004333276,4.736445293278082,121.26067296885232,46.0
2017-01-31,61.42263192029429,-0.07909204549827908,121.82068948726494,61.0
2017-02-01,57.289270713522725,-0.9818339362738293,115.1042515403684,59.0
2017-02-02,51.842424494015845,-2.0756394218014287,115.97883668442958,65.0
2017-02-03,46.447044596517685,-11.17634551125821,106.98868942505797,51.0
2017-02-04,16.12566280256324,-45.31038204992299,75.2364368693105,62.0
2017-02-05,27.837544101779443,-31.356958500355443,87.98647514174368,69.0
2017-02-06,68.90864211976385,11.47969713888557,127.43074455889686,72.0
2017-02-07,68.18332061848932,9.784963252265706,125.30435600435969,97.0
2017-02-08,64.88920662748346,11.801899502208295,129.0232992809023,79.0
2017-02-09,60.13307589857496,-0.8652728280754111,118.93345126440835,69.0
2017-02-10,55.261615982160535,0.19446429582411198,114.7907772595655,62.0
2017-02-11,25.2854766072672,-39.03547687016445,83.44507249932241,44.0
2017-02-12,37.15855136868777,-20.794282930809615,94.82980456352799,59.0
2017-02-13,78.20786210699387,17.496206406112275,137.97862319317917,72.0
2017-02-14,77.28501588804224,18.049381258181242,137.5918920297925,64.0
2017-02-15,73.6306146856039,12.560177912157641,131.86427583398913,56.0
2017-02-16,68.36953131740789,8.262535407849201,125.13787042522435,48.0
2017-02-17,62.870923013693954,5.522947076766308,124.38570003376306,41.0
2017-02-18,32.17141543211625,-28.185566754143622,93.7993794769856,41.0
2017-02-19,43.25342981681814,-17.529057120938653,101.96657550543686,36.0
2017-02-20,83.47405499233585,23.738619617152136,141.39192150759305,58.0
2017-02-21,81.71546600842777,23.478246542836146,145.17697052331775,39.0
2017-02-22,77.24829903416412,15.68361517254158,133.9303661862748,50.0
2017-02-23,71.22593151523533,12.036853727373785,130.04708104571796,55.0
2017-02-24,65.04356404471852,7.445521602590636,121.92415878677151,60.0
2017-02-25,33.760566096928244,-31.280605190418076,91.07423183154599,38.0
2017-02-26,44.37808189121809,-16.578936154333196,106.74592488487143,39.0
2017-02-27,84.26731833032399,26.87963317787175,144.66488209543655,40.0
2017-02-28,82.31953278705996,22.305862826599913,141.75970167620767,52.0
2017-03-01,77.80914160859221,21.358309215104697,136.5424929064292,90.0
2017-03-02,71.88790465918576,14.78731829368159,132.46313802925937,64.0
2017-03-03,65.94408358216545,5.844527389708644,125.97770641069121,67.0
2017-03-04,35.02503210639921,-24.863990220711965,88.01565070544098,66.0
2017-03-05,46.11520595149811,-13.181896736973986,105.71799248472877,63.0
2017-03-06,86.56500098155112,29.550111258234665,144.66707732584499,89.0
2017-03-07,85.24141993192032,25.814510011704837,139.66012800632848,77.0
2017-03-08,81.39196748977926,19.670801706947245,140.7119864314205,71.0
2017-03-09,76.13970516091018,18.111464677757873,138.63628964568312,86.0
2017-03-10,70.84333702566231,11.281336617334684,129.97372904705657,78.0
2017-03-11,40.52075722072597,-17.76396459470328,94.44658913604731,66.0
2017-03-12,52.128018097627574,-8.530251730528043,113.11518628764377,59.0
2017-03-13,92.98909941153293,32.87493140658351,155.5268093118768,102.0
2017-03-14,91.94745147349728,36.70865697426715,152.8458835779347,94.0
2017-03-15,88.23068638722759,26.35388490606783,143.12879387669193,99.0
2017-03-16,82.94632538696162,26.782357497029697,146.4594874074196,100.0
2017-03-17,77.44245344390708,17.53564243343195,133.05406728323763,64.0
2017-03-18,46.73169506572741,-9.429421641020063,108.805373507842,70.0
2017-03-19,57.77045779503205,1.9768500095131583,114.09020274323244,55.0
2017-03-20,97.88881549687474,40.52922613344445,162.04695994710264,108.0
2017-03-21,95.94200069329214,39.33971378786546,156.59261105565741,88.0
2017-03-22,91.17488101121572,31.5492652382225,150.4724044947905,99.0
2017-03-23,84.71733327048877,25.52100338462061,146.03843219382227,102.0
2017-03-24,77.94437626987518,18.792655483543395,133.69583202660442,72.0
2017-03-25,45.89949015893893,-16.187561900032584,105.55582395074633,69.0
2017-03-26,55.57308652801781,-4.196499350129844,113.92351576551087,62.0
2017-03-27,94.33152208402738,35.52034629294965,148.21996969958826,105.0
2017-03-28,91.06764851238952,29.618909652577354,145.78770579749167,94.0
2017-03-29,85.06429883872244,29.383646789208054,146.37683212461542,69.0
2017-03-30,77.48865027937092,20.369931096094238,138.43819746733303,69.0
2017-03-31,69.75135152502011,11.636889487762247,129.51677274421567,69.0
2017-04-01,36.92886934326119,-21.33635124473889,94.13640746549389,58.0
2017-04-02,46.04104379741394,-15.826721764234481,105.28828349794861,61.0
2017-04-03,84.4792696508215,26.168630537024516,141.46299024799708,63.0
2017-04-04,81.15631811660494,27.692260523816014,136.99678402045072,89.0
2017-04-05,75.36921836328096,16.09505410341893,133.123407263135,89.0
2017-04-06,68.29315450256746,9.278890927948027,125.7346078335291,88.0
2017-04-07,61.340278126392434,4.171748965705262,119.0967924179214,77.0
2017-04-08,29.581899093416055,-29.688298365619374,86.43355274480037,61.0
2017-04-09,40.0260484283312,-12.976571996472961,99.51112594430353,65.0
2017-04-10,80.04583011505686,21.005932725891107,139.81902087606045,82.0
2017-04-11,78.5295719042648,20.258947789315197,140.41518794670978,73.0
2017-04-12,74.74418617920601,11.878950708426093,132.78596128016272,60.0
2017-04-13,69.82968459430946,11.078264830305402,127.34643884591291,59.0
2017-04-14,65.15873118384741,6.089224131397907,125.04184843063871,45.0
2017-04-15,35.75967835387591,-23.298855604223476,98.32410694644763,47.0
2017-04-16,48.59505891916818,-8.454075739424043,106.57286853295098,47.0
2017-04-17,90.99092840686357,31.75422296143887,150.27429985509758,58.0
2017-04-18,91.78804392719978,38.77804567884916,151.40316738688878,71.0
2017-04-19,90.20626618523798,26.98799746647958,154.80810700557322,92.0
2017-04-20,87.34010385695461,33.66960643682288,141.97896066162318,85.0
2017-04-21,84.51926111178398,22.65393795533474,138.5646801127609,65.0
2017-04-22,57.037882433835094,-3.4135998236745597,117.48672395149661,75.0
2017-04-23,71.51808440429652,9.810385473901489,131.1431504859839,83.0
2017-04-24,115.25587468750393,57.856421723225054,178.48738515157493,107.0
2017-04-25,117.06770335167883,57.14285347975604,173.73727996080828,103.0
2017-04-26,116.1553822077725,60.562915182683234,172.62940508439848,119.0
2017-04-27,113.60200875116556,52.126931419131346,170.9625209715373,72.0
2017-04-28,110.73274870942691,53.22324446370248,173.46710755349181,93.0
2017-04-29,82.53889552303549,22.46760447208901,140.17512101400112,69.0
2017-04-30,95.95715897529317,37.21681570019843,152.9964684262917,66.0
2017-05-01,138.2995617779558,82.55020779184765,197.74771186009022,106.0
2017-05-02,138.40492077486277,79.91644745415579,201.1272011765131,117.0
2017-05-03,135.50329557544552,76.81776560848661,192.21911730130654,97.0
2017-05-04,130.71132589924474,71.48539355623149,184.90401989472758,103.0
2017-05-05,125.39232611110718,64.72913011674757,185.8703164361518,99.0
2017-05-06,94.57957161958976,36.29534705554451,152.26858337869257,99.0
2017-05-07,105.254747133613,44.379051052918015,164.94357777205857,99.0
2017-05-08,144.7769543490735,86.9286329073592,203.92009301200497,118.0
2017-05-09,142.03327501694503,83.26925160337278,201.0226958086561,118.0
2017-05-10,136.30229157479593,74.52757765159647,196.08172303575856,106.0
2017-05-11,128.7485056317736,70.0984013499978,187.49718993898284,121.0
2017-05-12,120.78154103675726,63.481786014640086,176.80644590508197,101.0
2017-05-13,87.47858331934307,30.54546167564794,142.1036548805072,64.0
2017-05-14,95.86203932743872,38.07145019589491,155.08745533110343,105.0
2017-05-15,133.32783771994195,76.11765892589932,191.3969014746303,143.0
2017-05-16,128.79535992424468,72.47451855987445,188.5781910622052,141.0
2017-05-17,121.57043191347981,66.82879801577926,183.4313200217024,138.0
2017-05-18,112.83931556465741,48.00920867804606,173.90511858798442,121.0
2017-05-19,104.0275935124581,39.788066625921864,164.03516586781427,131.0
2017-05-20,70.22240236529176,12.579567746377332,129.70783964169067,68.0
2017-05-21,78.45000079399198,22.367417715235952,138.23599556652863,138.0
2017-05-22,116.10408272446352,57.41707296686953,176.2850994736714,139.0
2017-05-23,112.09584030278302,49.81104856342452,174.16954952226732,116.0
2017-05-24,105.71718359658908,49.99414091660576,166.36336178782267,134.0
2017-05-25,98.1350582547478,37.60163954401332,155.29330461329988,98.0
2017-05-26,90.75074510287307,32.64716562622228,148.1243524618178,73.0
2017-05-27,58.622587251505465,-3.345735198114498,117.99676379575672,75.0
2017-05-28,68.74412098612551,10.161818914899682,128.0577719318618,98.0
2017-05-29,108.47300970197102,50.50258457811802,166.11009580957497,143.0
2017-05-30,106.68177408197258,45.04358316602276,167.50622212278168,95.0
2017-05-31,102.6217137153269,44.13993449214781,164.15592871570746,117.0
2017-06-01,97.41794951196081,41.482599252654765,158.57239213889727,118.0
2017-06-02,92.42945909819008,30.153321847544753,148.4580670033816,116.0
2017-06-03,62.672539207197616,3.1848367298541502,118.8118402192613,86.0
2017-06-04,75.09966013406645,16.679545127622525,133.9453085692842,93.0
2017-06-05,115.7043202557289,56.54711557492369,174.21027960219607,140.0
2017-06-06,114.64678638122938,53.31104511780823,172.1372113400654,121.0
2017-06-07,111.14430020242983,48.618344640513804,169.48264602438996,120.0
2017-06-08,106.29147685083726,45.96514876893292,163.90691416614848,131.0
2017-06-09,101.42085701077599,45.00905964064473,159.7371931763962,100.0
2017-06-10,71.52681993610179,11.544696435519837,129.3970126756609,69.0
2017-06-11,83.54481607098256,29.294365198167473,139.058099435943,106.0
2017-06-12,124.7813023263084,65.52530520152804,180.10821914983583,120.0
2017-06-13,124.06535847519928,64.97795202317033,180.52153765366535,119.0
2017-06-14,120.61336672764826,64.90872273210456,181.37453702244886,123.0
2017-06-15,115.52467239270548,52.549603511446556,172.79807319369075,95.0
2017-06-16,110.14208814998062,50.13143610906521,167.54170501119262,92.0
2017-06-17,79.47566815244458,20.163032240385387,136.06469776873158,70.0
2017-06-18,90.48171118958058,32.95361760338918,145.64881044904877,84.0
2017-06-19,130.49237764648058,72.36580275023053,188.58124381393978,148.0
2017-06-20,128.3669016114408,67.98558162047853,187.9962027509543,90.0
2017-06-21,123.3557843235157,65.26678852465416,179.96850989426946,33.0
2017-06-22,116.59589227456365,57.058438962555805,178.85680197236002,82.0
2017-06-23,109.47032919208849,48.65806334576479,166.15824383311494,100.0
2017-06-24,77.03151612459301,16.923130151900057,137.33574912197457,71.0
2017-06-25,86.27944814094622,26.52746523349333,143.7909300023076,94.0
2017-06-26,124.59052289729644,62.993090763337165,181.98722332741605,63.0
2017-06-27,120.85379852348748,60.812730805320385,176.5154630902613,140.0
2017-06-28,114.37675769708726,53.450518423071905,170.73177462629147,115.0
2017-06-29,106.33715903147674,48.5611405481158,167.34163351642695,107.0
2017-06-30,98.15621529439102,39.25210372467568,157.36722047862904,92.0
2017-07-01,64.92086972685847,6.92821529719089,121.31625207319955,76.0
2017-07-02,73.66128984879396,13.956325099682855,127.79005000988369,100.0
2017-07-03,111.77898933996264,51.74266584592165,170.76015584653067,110.0
2017-07-04,108.19658611419038,50.22160044429843,165.71248355716654,117.0
2017-07-05,102.22061003818307,44.837175394934896,161.2616531140949,133.0
2017-07-06,95.03531090139973,35.474566629367956,158.04595206516709,137.0
2017-07-07,88.06136267085671,31.081538360694843,145.1980530755466,112.0
2017-07-08,56.37792404440206,-2.6241468938567523,114.5275095672419,81.0
2017-07-09,67.00004802129479,9.593173733136874,130.19257489577788,85.0
2017-07-10,107.30685779615196,47.70860388340689,172.16421272686128,136.0
2017-07-11,106.19150134510545,47.8016866341194,166.75357139441255,156.0
2017-07-12,102.92429969853542,41.42187992421746,161.53523832039875,143.0
2017-07-13,98.64703816075223,39.83940602627881,155.2835327873115,126.0
2017-07-14,94.7322921515391,33.42026934666452,157.4316218836907,144.0
2017-07-15,66.20624024225472,7.9847587249696295,130.09085008093254,97.0
2017-07-16,80.02694659689578,23.322128424568984,138.59970600993566,106.0
2017-07-17,123.51351662645018,63.22179577702131,183.01381981728025,155.0
2017-07-18,125.49712190229425,64.81343731061946,181.05280739652645,184.0
2017-07-19,125.18529040342243,66.85714375664064,180.55739395000137,145.0
2017-07-20,123.41180923810501,59.27741798138365,183.54981886338157,137.0
2017-07-21,121.73401305883381,61.352246447809016,178.96660973028887,109.0
2017-07-22,95.12007692288839,35.39500997670024,155.7943850134752,84.0
2017-07-23,110.47407960056421,51.5655524386788,169.1273492505993,95.0
2017-07-24,155.0663106169825,96.50107142169843,213.0552294373377,153.0
2017-07-25,157.68537230409018,99.45269145931015,217.3724765153071,142.0
2017-07-26,157.503448033406,97.99713292469069,216.7406649035152,114.0
2017-07-27,155.57264119204447,97.5400794691993,217.14852770512172,116.0
2017-07-28,153.18623197256989,96.33372044357486,213.22131628513208,125.0
2017-07-29,125.30326107126848,68.65758530867238,188.50369253027702,105.0
2017-07-30,138.82838117722537,79.33163889787367,200.0540254614406,112.0
2017-07-31,181.04234191184557,125.39953642988847,243.1145955118205,138.0
2017-08-01,180.7540702712498,117.94288759980164,239.7809267771444,160.0
2017-08-02,177.16571373721953,119.94175749012666,237.67406213413332,147.0
2017-08-03,171.36855111873075,115.031754909583,231.89221731137874,141.0
2017-08-04,164.70362331977674,105.29371804614118,223.41699918373672,136.0
2017-08-05,132.18550287879407,77.66265528405843,195.269748670485,107.0
2017-08-06,140.7811574291082,85.42908033440496,196.65370422190807,101.0
2017-08-07,177.839291296363,119.40120011393351,235.2474873031767,154.0
2017-08-08,172.24114979393852,117.91578836510983,230.17418472494003,144.0
2017-08-09,163.2641793917138,105.97479691354627,222.94150881717474,139.0
2017-08-10,152.07647779113728,96.09209478745258,206.9705290728,149.0
2017-08-11,146.24017207393527,90.7850203114452,206.70458574496104,128.0
2017-08-12,114.70090330398571,57.1623712824201,169.26456646993063,89.0
2017-08-13,124.4979532675359,67.24223813349259,181.12666902855577,88.0
2017-08-14,163.04788463385867,104.23508634134241,221.96452438359677,148.0
2017-08-15,159.29398554500798,98.32109719647727,217.04653193087822,180.0
2017-08-16,152.56868861813547,93.71482317667996,211.488314614174,160.0
2017-08-17,144.08692750496428,84.75025082195198,205.69896000607804,149.0
2017-08-18,135.30434048676491,81.22885956663104,193.58815432724106,139.0
2017-08-19,101.3387950466284,44.5136401202958,158.16476064234635,104.0
2017-08-20,109.24724011559294,52.45569170101858,167.53557879672746,101.0
2017-08-21,146.4533169062822,84.37293663524473,210.6172415223932,167.0
2017-08-22,141.89675354250377,87.20578868325639,204.83251491051365,127.0
2017-08-23,134.895970187922,78.38393060565932,191.9782312117353,106.0
2017-08-24,126.64185419950132,63.89077594573836,184.9041887956884,120.0
2017-08-25,118.55660553834824,59.78082724332916,178.49677133831077,112.0
2017-08-26,85.71611167043433,26.538952367583548,139.72063989878492,87.0
2017-08-27,95.12783879565707,35.42902127823896,149.38710973585344,110.0
2017-08-28,134.15964576086634,75.92238394977969,192.32209668214452,144.0
2017-08-29,131.69051717764376,74.1938930278183,191.11654589333594,131.0
2017-08-30,126.97461032420622,69.830678057767,188.51641395325834,162.0
2017-08-31,121.1365405733705,63.23989185224671,178.41223958130297,140.0
2017-09-01,115.53176900216837,59.151591307211376,175.26401435505744,148.0
2017-09-02,85.17051188235413,24.75538453185485,143.24987852165515,100.0
2017-09-03,96.99713187109629,38.326919597899014,157.85572291284288,118.0
2017-09-04,138.32036014492087,81.59233829302293,202.5118394523971,140.0
2017-09-05,137.96533233139138,82.4298581102323,195.31928452671036,150.0
2017-09-06,135.13879088638652,73.02381502658154,197.29679402900885,134.0
2017-09-07,130.92535285465593,67.75072375655085,187.6052494856079,95.0
2017-09-08,126.6486832032806,71.88151723385035,188.1624747755843,108.0
2017-09-09,97.29597707692376,37.77952606984744,155.94663992046583,97.0
2017-09-10,109.79768753623168,53.24872080462129,169.64742693760655,130.0
2017-09-11,151.4578617716566,95.56302724558053,211.9417809047551,175.0
2017-09-12,151.10604700574942,92.65931176563494,210.0404412104886,196.0
2017-09-13,147.96213433916628,94.75879523692105,209.31062342882288,195.0
2017-09-14,143.13204865508345,89.20539019017555,201.40331253764123,159.0
2017-09-15,137.9681417524619,75.95304208674962,195.21142961297903,140.0
2017-09-16,107.49271433392872,51.96148490899667,162.25117037380838,121.0
2017-09-17,118.67663039682515,57.61593662309796,173.2117362319832,119.0
2017-09-18,158.86841801331155,101.5363686782135,222.0989888555061,175.0
2017-09-19,156.94485187895552,101.56298550650968,217.73823547451133,143.0
2017-09-20,152.17442232881533,89.83347093914,211.22389822405822,155.0
2017-09-21,145.71163666098022,88.10434158198058,203.07749209766607,144.0
2017-09-22,138.95604794294974,85.31139761160954,194.3384753160988,130.0
2017-09-23,106.97447416995826,50.782307859322444,161.34451506087657,79.0
2017-09-24,116.77840638342668,53.35944264309287,177.6972141848296,107.0
2017-09-25,155.75203454852274,97.06438830581044,218.50585310569164,129.0
2017-09-26,152.80191149601043,93.6474103569504,206.86709728142264,171.0
2017-09-27,147.21968843289804,90.16966119720767,207.6537494636241,139.0
2017-09-28,140.17588528607038,83.45661059777666,196.26518053465685,139.0
2017-09-29,133.07860529010676,76.76717801420905,191.67416439538016,106.0
2017-09-30,100.9956644265537,41.72517747706984,157.11803748011712,105.0
2017-10-01,110.93213616293788,50.55663758522401,172.4441828826146,122.0
2017-10-02,150.2587332614972,93.05721613321212,211.07789012623113,140.0
2017-10-03,147.8620399278288,91.8841096366494,204.2599912537748,187.0
2017-10-04,143.00800647226225,85.2348123068913,200.9213419312942,152.0
2017-10-05,136.8366491644965,78.86382063635143,198.01077917279238,136.0
2017-10-06,130.72183671147494,67.50756018962596,190.31533503981055,119.0
2017-10-07,99.69460226572079,42.27483870646776,160.37613525518415,96.0
2017-10-08,110.72194644019939,52.33218329577303,170.18413997739884,119.0
2017-10-09,151.1365158286406,93.89933458023036,206.61139790996316,183.0
2017-10-10,149.78813176484755,92.7792121209804,207.42902599981988,172.0
2017-10-11,145.90854277665545,89.0495332265805,206.53245595328534,145.0
2017-10-12,140.60730560123565,82.72603811092047,197.3288484193363,131.0
2017-10-13,135.23264036458386,80.58510387923945,190.97059623630022,146.0
2017-10-14,104.79566600888673,50.37725520018452,158.40193782843045,112.0
2017-10-15,116.24995258053636,63.062966047899245,177.51589385061763,114.0
2017-10-16,156.92174970381618,98.50589301977682,212.03989338233254,188.0
2017-10-17,155.66185298399876,101.94792208330412,214.0715661846498,192.0
2017-10-18,151.71045824633035,93.98100586420962,212.4781388345034,172.0
2017-10-19,146.19291362050186,88.35367577889954,208.72379621471572,166.0
2017-10-20,140.48021029126392,80.78297208193501,202.68741775398414,118.0
2017-10-21,109.61262663611312,50.06723347168764,168.9207629141735,103.0
2017-10-22,120.57847650801885,59.76341587862667,178.8486402820206,149.0
2017-10-23,160.74334252241727,96.43859093098085,217.65060904876864,151.0
2017-10-24,159.00077674315713,100.16385383774596,220.09958397921275,157.0
2017-10-25,154.63586106507222,96.99010882418276,209.21131124992226,149.0
2017-10-26,148.81956177490397,88.82974012276674,207.12533605536163,135.0
2017-10-27,142.96776355277828,80.60367826700117,197.78928620661216,130.0
2017-10-28,112.16343769421724,57.05282333522001,168.84428030360678,82.0
2017-10-29,123.43393762995296,66.51119959121876,185.45235332099423,126.0
